,Store Name,State,City,Address,Estimated Population,Per Capita Income,Malls,buyers count,potential location,Norm_Potential,Norm_Stores,Priority Index
111,"ZUDIO - City Centre Dwarka, Delhi",Delhi,New Delhi,"Plot No-4, Sector-13, Dwarka Walk Mall, New Delhi - 110075",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
112,"ZUDIO - Metro Station Punjabi Bagh, New Delhi",Delhi,New Delhi,"Metro Station Punjabi Bagh West, Near Shivaji Park, New Delhi - 110026",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
113,"ZUDIO - Pacific D21 Mall, New Delhi",Delhi,New Delhi,"Dwarka Sector 21 Metro Station, Dwarka, New Delhi - 110077",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
114,"Zudio - Devraj Tower, Delhi",Delhi,New Delhi,"Mahavir Enclave, H-2/2/7-A, New Delhi - 110045",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
115,"Zudio - Janakpuri West, Delhi",Delhi,New Delhi,"Plot No. C1/14 , New Delhi - 110058 , Delhi",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
116,"Zudio - Eldeco Junction, Delhi",Delhi,New Delhi,"Shop No.1, Eldeco Junction, Kashmere Gate Metro Station, New Delhi - 110006",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
117,"Zudio - Janakpuri, Delhi",Delhi,New Delhi,"A1/23, Nazafgarh Road, Janakpuri, New Delhi - 110058",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
118,"Zudio - Malka Ganj, Delhi",Delhi,New Delhi,"21, Bunglow Road, Kamla Nagar, New Delhi - 110007",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
119,"ZUDIO - WAZIPUR, DELHI",Delhi,New Delhi,"C-2/1, KC Goel Marg, Opposite Indian Oil Petrol Pump, Industrial Area, Ashok Vihar, New Delhi - 110052",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
120,"Zudio - Punjabi Bagh, Delhi",Delhi,New Delhi,"Plot No 33, Road No 85, Club Road, NWA, Near Teeny Town, Punjabi Bagh, New Delhi - 110026",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
121,"Zudio - Rohini Sector 11, Delhi",Delhi,New Delhi,"Shop No 1, Near Titiksha Public School, Sector 11, Rithala Road, Rohini, New Delhi - 110085",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
122,"Zudio - Vasant Sqaure Mall, New Delhi",Delhi,New Delhi,"Pocket 5, Vasant Kunj Road, Sector B, Vasant Kunj, New Delhi - 110070",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
123,"ZUDIO - Infinity SK Mall, New Delhi",Delhi,New Delhi,"Karkarduma, Bhartendu Harish Chandra Marg, Arya Nagar, Karkardooma, Anand Vihar, New Delhi - 110092",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
124,"ZUDIO - Najafgarh, New Delhi",Delhi,New Delhi,"Plot No. 1 & 2, Roshan Mandi (Near Tura Mandi) Najafgarh, New Delhi - 110043",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
125,"Zudio - Rohini Sector 17, Delhi",Delhi,New Delhi,"Khasra No 34/12 & 34/13, Main Bawana Road, Opposite Indersons, Sector 17, Rohini , New Delhi - 110085 , Delhi",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
126,"Zudio - Tri Nagar, Delhi",Delhi,New Delhi,"Pillar No. P-37B, P-38B, Near Metro Station, Ashok Park, New Delhi - 110031",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
127,"ZUDIO - Rajouri Garden, New Delhi",Delhi,New Delhi,"F135- F136, Main Market Marg, Opposite Blackberrys Showroom, New Delhi - 100027",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
128,"ZUDIO - DWARKA MOR, DELHI",Delhi,New Delhi,"NEAR WINTER HILLS, OPP. METRO PILLAR NO. 769, DWARKA MOR, PLOT NO. 1,2,3,4 SEWAK PARK, UTTAM NAGAR, NEW DELHI - 110059 , New Delhi - 110059 , Delhi",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
129,"ZUDIO - EAST OF KAILASH, DELHI",Delhi,New Delhi,"Village - Garhi Jharia Maria, Near Church of Transfiguration , New Delhi - 110065 , Delhi",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
130,"Zudio - Gokulpuri, Delhi",Delhi,New Delhi,"Khasra No 701/2, Wazirabad Main Road, Near Maruti Suzuki Arena, East Gokulpuri , New Delhi - 110094 , Delhi",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
131,"ZUDIO ÃÂ R CUBE MONAD MALL, DELHI",Delhi,New Delhi,"Rajouri Garden , New Delhi - 110027 , Delhi",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
132,"ZUDIO - Centre Mall, Delhi",Delhi,New Delhi,"AM-191, Shaheed Udham Singh Marg, Block AO, Poorbi Shalimar Bagh, Shalimar Bagh, New Delhi - 110088",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
133,"ZUDIO - Haiderpur Badli Metro, New Delhi",Delhi,New Delhi,"Haiderpur Badli Mod Metro Station, New Delhi - 110088",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
134,"ZUDIO - Kalindi Kunj Metro Station, Delhi",Delhi,New Delhi,"Kalindi Kunj Rd Metro Station, New Delhi - 110025",142004,552727,1,71002,2.6,0.026156942,0.318518519,-0.292361577
135,"Zudio - Jahangirpuri, Delhi",Delhi,North West Delhi,"GT Karnal Road, Block D, Jahangirpuri Industrial Area, Jahangirpuri, North West Delhi - 110033",3651261,552727,1,1825630.5,56.8,0.571428571,0.318518519,0.252910053
136,"Zudio - Rani Bagh, Delhi",Delhi,North West Delhi,"Multani Mohalla, Near Dr Sinha's Medical Diagnostics, Opposite Railway Colony, Rani Bagh, Shakur Basti, North West Delhi - 110034",3651261,552727,1,1825630.5,56.8,0.571428571,0.318518519,0.252910053
137,"Zudio - Mapusa, Valpoi Road",Goa,Bicholim,"Near OLA Experience Center, Opposite to Sheetal Hotel, Bicholim - 403505",16986,709045,1,8493,91.8,0.923541247,0.044444444,0.879096803
138,"Zudio - Shetye Majestic, Bicholim",Goa,Bicholim,"Main Road, Near Adarash Restaurant, Bordem, Bicholim - 403504",16986,709045,1,8493,91.8,0.923541247,0.044444444,0.879096803
139,"Zudio - Umiya Mercado, Madgaon",Goa,Margao,"Umiya Mercado, Kharebandh, Margao on Varca, Margao road, Margao - 403601",87650,709045,1,43825,90.2,0.907444668,0.044444444,0.863000224
140,"Zudio - CD Diva, Margao",Goa,Margao,"Housing Board Road, Near Swami Chinmayanand Marg, Gogal, Margao - 403601",87650,709045,1,43825,90.2,0.907444668,0.044444444,0.863000224
141,"Zudio - Shantilal Retail Park, Ijorshi",Goa,Mormugao,"Shantilal Retail Park, Ground Floor, Holy Cross Colony, Mormugao - 403711",154561,709045,1,77280.5,36.8,0.370221328,0.044444444,0.325776884
142,"ZUDIO - Alto Porvorim, Goa",Goa,Porvorim,"H. No. 222 (809), Plot No 135/ 1, Near Goa Scan Centre, Holy Family Church, Alto Porvorim, Porvorim - 403521",59066,709045,1,29533,39.8,0.400402414,0.044444444,0.35595797
143,"Zudio - Vasco 1930, Vasco Da Gama",Goa,VascodaGama,"Swatantra Path, opp. The HQ, Vaddem, VascodaGama - 403802",94393,709045,1,47196.5,36,0.362173038,0.044444444,0.317728594
144,"ZUDIO - KANKUBAGH MALL, AHMEDABAD",Gujarat,Ahmedabad,"Starbazar Kankubagh Mall, Ground Floor, Kankubagh Party Plot, Niranat Cross Road, Vastral, Ahmedabad - 382418",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
145,"Zudio - Amarkunj Business Center, Ahmedabad",Gujarat,Ahmedabad,"Amarkunj Business Center, Ahmedabad - 382424",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
146,"ZUDIO - Prahlad Nagar, Ahmedabad",Gujarat,Ahmedabad,"Opp. Shivalik Arcade, Prahlad Nagar Cross Road, Anandnagar Road, Ahmedabad - 380015",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
147,"ZUDIO - Himalaya Mall, Ahmedabad",Gujarat,Ahmedabad,"Ground floor 111/B, Drive in road, Memnagar, Ahmedabad - 380006",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
148,"ZUDIO - Solaris Business Hub, Ahmedabad",Gujarat,Ahmedabad,"Opp. The National Higher Secondary School, Near Parshwanath Jain Mandir Bhuyangdev, Sola Road, Ahmedabad - 380013",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
149,"Zudio - Turquoise 3 Road, Ahmedabad",Gujarat,Ahmedabad,"Turquoise 3, Near Gala Gymkhana Road, Ahmedabad - 380058",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
150,"ZUDIO - NEW MANINAGAR,AHMEDABAD",Gujarat,Ahmedabad,"S P Square, Vastral Road, Ahmedabad - 382449",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
151,"ZUDIO - Master Avenue, Ahmedabad",Gujarat,Ahmedabad,"Master Avenue, Near Master Farm Khoraj Adjacent to Adani Shantigram Entrance Gate Commercial Buildings, Ahmedabad - 382421",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
152,"ZUDIO - Supreme Square, Ahmedabad",Gujarat,Ahmedabad,"18, Bapa Sitaram Chowk Rd, Parshwanath Township, Krishnanagar, Nikol, Nava Naroda, Ahmedabad - 380038",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
153,"Zudio - Malbar Prime, Ahmedabad",Gujarat,Ahmedabad,"Malabar Prime, Near Saurashtra Patel Samaj, Bhakti Circle Road, Nikol, Ahmedabad - 382450",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
154,"Zudio - Rangat Green Memories, Ahmedabad",Gujarat,Ahmedabad,"Rangat Green Memories, Near Gota Chokdi, Sarkhej - Gandhinagar Hwy, Ahmedabad - 382481",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
155,"Zudio - The Capital 3, Ahmedabad",Gujarat,Ahmedabad,"opp. Neptune house, Nr. Mithaklhali Six Roads, Navrangpura, Ahmedabad - 380009",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
156,"Zudio - Sarovar Platinum, Ahmedabad",Gujarat,Ahmedabad,"1A/1B, Dutt Society, Kankaria, Ahmedabad - 380002",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
157,"ZUDIO - One Plus Business Park, Ahmedabad",Gujarat,Ahmedabad,"Naroda - Dehgam Rd, opp. Hanspura Bunglows, Naroda, Ahmedabad - 382330",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
158,"Zudio - Lotus And Lily, Ahmedabad",Gujarat,Ahmedabad,"Lotus, Unit No. 1-3 & 101-103, Near Avkar Hall Cross Roar, Ahmedabad - 380008",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
159,"ZUDIO - NORTH PLAZA MOTERA,AHMEDABAD",Gujarat,Ahmedabad,"Near D Mart, Opposite Palladium Business Hub, Motera, Ahmedabad - 380005",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
160,"Zudio - Diamond Square, Ahmedabad",Gujarat,Ahmedabad,"Diamond Square, Opposite Samjuba Hospital, Ahmedabad - 380024",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
161,"Zudio - Arved Transcube Plaza, Ahmedabad",Gujarat,Ahmedabad,"Arved Transcube Plaza, GSRTC Bus depot, Ranip, Ahmedabad - 382480",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
162,"ZUDIO - Iscon Mall, Ahmedabad",Gujarat,Ahmedabad,"Starbazar Near Jodhpur Char Rasta, Opp. Bidiwala Park, Satellite Road, Ahmedabad - 380015",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
163,"Zudio - Sangam Sapphire, Ahmedabad",Gujarat,Ahmedabad,"Sangam Saphire, Near Hearth Party Plot, Science city road, Sola, Ahmedabad - 380060",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
164,"ZUDIO - AANGAN PARTY, AHMEDABAD",Gujarat,Ahmedabad,"Starbazar Star Hyper, survey no 540/1540/2, plot adjacent to Aangan banquet, Jodhpur village, Satellite, Ahmedabad - 480015",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
165,"ZUDIO - Satymev Elite, Ahmedabad",Gujarat,Ahmedabad,"GF Shop No 101 to 106, Satyamev Elite, Bopal Bridge, Bopal Ambli Road, Opp BRTS, Ahmedabad - 380058",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
166,"ZUDIO - Iconic Shyamal, Ahmedabad",Gujarat,Ahmedabad,"Iconic Shyamal,GF 15-17 & FF 115,116, Shyamal cross Road, Satellite, Ahmedabad - 380015",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
167,"Zudio - Klim Hub, Ahmedabad",Gujarat,Ahmedabad,"Klim Hub, Opposite Hillock Hotel, Mansarovar Road, Chandkheda, Ahmedabad - 382470",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
168,"Zudio - Mangal Deep, Ahmedabad",Gujarat,Ahmedabad,"Sola Gam Road, Opposite Gulab Residency, Science City, Sola, Ahmedabad - 380060",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
169,"Zudio - Saffron Arcade, Ankleshwar",Gujarat,Ahmedabad,"AM/11, Saffron Arcade, Valai Road, Near Shraddha Motors, Ankleshwar, Ahmedabad - 393002",5577940,290000,1,2788970,64.2,0.645875252,0.62962963,0.016245622
170,"ZUDIO - KRISHNA HOUSE, GUJARAT",Gujarat,Anand,"G+2, Dr. Rajendra Marg, Vidya Nagar, Anand - 388001",286921,290000,1,143460.5,52.8,0.531187123,0.62962963,-0.098442507
171,"Zudio - Krishna Crossroad, Anand",Gujarat,Anand,"Krishna Cross Road, Opp. New Sanket India, Anand - 388001",286921,290000,1,143460.5,52.8,0.531187123,0.62962963,-0.098442507
172,"Zudio - Harshitam Landmark, Anand",Gujarat,Anand,"Harshitam Landmark, Ganesh Cross Roads, beside Welcome Plaza, Mangalpura, Anand - 388001",286921,290000,1,143460.5,52.8,0.531187123,0.62962963,-0.098442507
173,"ZUDIO - City Centre, Bharuch",Gujarat,Bharuch,"Old Bus Depo, Railway Station Road,, Bharuch - 392001",168138,290000,1,84069,83,0.83501006,0.62962963,0.205380431
174,"ZUDIO - Acropolis, Bharuch",Gujarat,Bharuch,"GF -1 & FF 101, Near Shravan Chowkdi, Dahej Bypass Road, Village Umraj, Bharuch - 392001",168138,290000,1,84069,83,0.83501006,0.62962963,0.205380431
175,"ZUDIO - HImalaya Mall, Bhavnagar",Gujarat,Bhavnagar,"Opp. Victoria Park, Bhavnagar - 364001",593304,290000,1,296652,82.6,0.830985915,0.62962963,0.201356286
176,"ZUDIO - PANTHEON HIGH STREET, BHUJ",Gujarat,Bhuj,"College Road, Opp. Prince Residency, Sr. No.112, Bhuj-Mirzapur Highway , Bhuj - 370001 , Gujarat",593304,290000,1,296652,82.6,0.830985915,0.62962963,0.201356286
177,"ZUDIO - S&D Enclave, Bilimora",Gujarat,Bilimora,"Block No.248, Near D-Mart, Bilimora - Chikli Road, Moje - Antilia, Gandevi, Bilimora - 396325",53187,290000,1,26593.5,12.4,0.124748491,0.62962963,-0.504881139
178,"Zudio - Ward 12B, Gandhidham",Gujarat,Gandhidham,"Ward No 12-B, Plot No 339, Opp Honest Hotel, Near Banking Circle Road, Kutch, Gandhidham - 370201",247992,290000,1,123996,95.4,0.959758551,0.62962963,0.330128922
179,"Zudio - Shreeji Signature, Gandhinagar",Gujarat,Gandhinagar,"Shreeji Signature, Opp. Aashka Hospital,Near Reliance Cross Road, Sargasan, Gandhinagar - 382421",292797,290000,1,146398.5,78.4,0.788732394,0.62962963,0.159102765
180,"ZUDIO - R WORLD, GANDHINAGAR",Gujarat,Gandhinagar,"R World 16, Plot No. 400, Sector-16, Gandhinagar - 382016",292797,290000,1,146398.5,78.4,0.788732394,0.62962963,0.159102765
181,"Zudio - Bapunagar Society, Godhra",Gujarat,Godhra,"Near Moonlight Cinema, Godhra Dahod Highway, Godhra - 389001",143644,290000,1,71822,86.6,0.871227364,0.62962963,0.241597735
182,"Zudio - Atharv Impression, Himmatnagar",Gujarat,Himmatnagar,"Shop No 6 & 7, Himmatnagar Bypass Road, Beside HDB Financial Services, Motipura, Himmatnagar - 383001",81137,290000,1,40568.5,82.4,0.828973843,0.62962963,0.199344213
183,"Zudio - Neo Atlantic, Jamnagar",Gujarat,Jamnagar,"Shop no, 1,2,3,4 Neo Atlantic, Opp. Amber Cinema, P.N. Marg, Jamnagar - 361008",479913,290000,1,239956.5,48,0.482897384,0.62962963,-0.146732245
184,"ZUDIO - Signature Mall, Mehsana",Gujarat,Mehsana,"RS No. 998, Between D-Mart & Fun Blast, Panchot, Mehsana - 384002",184991,290000,1,92495.5,94.8,0.953722334,0.62962963,0.324092704
185,"ZUDIO - Shreeji Kunj Compound, Nadiad",Gujarat,Nadiad,"Opposite Sparsh Apartments, College Road, Nadiad - 387001",225071,290000,1,112535.5,42.8,0.430583501,0.62962963,-0.199046129
186,"ZUDIO - Lunsikui, Navsari",Gujarat,Navsari,"Unit No. GF ÃÂ¢ÃÂÃÂ 6 to 10, FF ÃÂ¢ÃÂÃÂ 106 to 110, & SF ÃÂ¢ÃÂÃÂ 206 to 210, Jamsedji Tata Marg, Beside Convent School, Navsari-Gandevi Road, Navsari - 396445",160945,290000,1,80472.5,67.2,0.676056338,0.62962963,0.046426708
187,"Zudio - S9 Imperial, Palanpur",Gujarat,Palanpur,"S9 Imperial, Bihari Bag, Near S9 Commercial Complex, Abu Road Highway, Palanpur - 385001",122344,290000,1,61172,6.6,0.06639839,0.62962963,-0.563231239
188,"Zudio - City Center, Porbandar",Gujarat,Porbandar,"Plot No 1882, Uganda Road, Opposite S. P. Medicines , Porbandar - 360575 , Gujarat",122344,290000,1,61172,6.6,0.06639839,0.62962963,-0.563231239
189,"ZUDIO - UK CENTRE, RAJKOT",Gujarat,Rajkot,"Kuvadva Road, Rajkot - 360003",1286678,290000,1,643339,7,0.070422535,0.62962963,-0.559207094
190,"ZUDIO - RK World Tower, Rajkot",Gujarat,Rajkot,"RK World Tower, 150 Feet Ring Rd, Near Sheetal Park, Ayodhya Chowk, Rajkot - 360006",1286678,290000,1,643339,7,0.070422535,0.62962963,-0.559207094
191,"Zudio - City Gold, Rajkot",Gujarat,Rajkot,"City Gold,Trikon Baug Circle, Rajkot - 360001",1286678,290000,1,643339,7,0.070422535,0.62962963,-0.559207094
192,"ZUDIO - R K Prime, Rajkot",Gujarat,Rajkot,"2, 150 Ring Road, Near Balaji Hall, Rajkot - 360004",1286678,290000,1,643339,7,0.070422535,0.62962963,-0.559207094
193,"ZUDIO - Vardhaman Square, Sanand",Gujarat,Sanand,"Viramgam Highway, Sanand - 382110",41530,290000,1,20765,18.2,0.183098592,0.62962963,-0.446531038
194,"Zudio - Corner Walk, Surat",Gujarat,Surat,"Corner Walk, Canal VIP Road, Circle, SURAT - 395007",4467797,290000,1,2233898.5,78.4,0.788732394,0.62962963,0.159102765
195,"Zudio - Gaurav Path Road, Surat",Gujarat,Surat,"Gaurav Path Road, Near The Viona, TP 15, Pal Gam, Surat - 395009",4467797,290000,1,2233898.5,78.4,0.788732394,0.62962963,0.159102765
196,"Zudio - Yogi Chowk, Surat",Gujarat,Surat,"Block No/RS No. 345/1, TP-60, FP-122, Yogi Chowk, Opposite to La Pinoz pizza, Chikuwadi, Surat - 395006",4467797,290000,1,2233898.5,78.4,0.788732394,0.62962963,0.159102765
197,"Zudio - Shri Am'S Vardan Textile Market, Surat",Gujarat,Surat,"Shop No. G-4, G5, G6, HG-6, HG-7, HG-8, HG-9, AMÃÂ¢ÃÂÃÂs Shri. Vardan Textile Market, Dumbhal Surat- 395010, Gujarat., Surat - 395010",4467797,290000,1,2233898.5,78.4,0.788732394,0.62962963,0.159102765
198,"ZUDIO - Milano Multplex Bardoli, Surat",Gujarat,Surat,"Milano Mulitplex, Opp. Vimal Agro, Village Ten, Bardoli Road, Surat - 394601",4467797,290000,1,2233898.5,78.4,0.788732394,0.62962963,0.159102765
199,"Zudio - Chhatrala Mercantile Center, Vareli",Gujarat,Surat,"Chhatrala Merchantile Center, Block no ÃÂ¢ÃÂÃÂ 218/A/3/1, Surat - 394325",4467797,290000,1,2233898.5,78.4,0.788732394,0.62962963,0.159102765
200,"Zudio - Avadh Rituraj Textile Hub, Surat",Gujarat,Surat,"Avadh Rituraj Textile Hub, Opp. Midas Square, Godadara Road, Surat - 395012",4467797,290000,1,2233898.5,78.4,0.788732394,0.62962963,0.159102765
201,"Zudio - JCS Arcade, Surat",Gujarat,Surat,"Ghod Dod Road, Athwa,, Surat - 395007",4467797,290000,1,2233898.5,78.4,0.788732394,0.62962963,0.159102765
202,"ZUDIO - Armieda, Surat",Gujarat,Surat,"Armieda, Varachha Main Rd, opp. Varachha, Mini Bazar, crossroads, Surat - 395006",4467797,290000,1,2233898.5,78.4,0.788732394,0.62962963,0.159102765
203,"Zudio - Unity Corner, Surat",Gujarat,Surat,"FP-108, Block No.146/1 + 144/3, Unit No. UG ÃÂ¢ÃÂÃÂ 5,6,7&8, Ashirwad High Street, City Light Road, Surat - 395007",4467797,290000,1,2233898.5,78.4,0.788732394,0.62962963,0.159102765
204,"Zudio - The Eminence, Surat",Gujarat,Surat,"Ground Floor & First Floor, The Eminence, Opp. Reliance Mall, Near Prime Arcade, Jogani Nagar, Adajan, Surat - 395009",4467797,290000,1,2233898.5,78.4,0.788732394,0.62962963,0.159102765
205,"Zudio - Sarthana Business Hub, Surat",Gujarat,Surat,"Ground floor, Sarthana business hub, Sham Nagar, Sarthana Jakat Naka, Nirmal Nagar Society, Nana Varachha, Khadsad, Surat - 395006",4467797,290000,1,2233898.5,78.4,0.788732394,0.62962963,0.159102765
206,"ZUDIO - PALANPUR, SURAT",Gujarat,Surat,"Starbazar Baghbhan Party Plot, Near Kataria Services Center, L.P. Savani, Palanpur , Surat - 395009 , Gujarat",4467797,290000,1,2233898.5,78.4,0.788732394,0.62962963,0.159102765
207,"Zudio - Shubham K Mart, Surat",Gujarat,Surat,"Shubham K Mart, TP ÃÂ¢ÃÂÃÂ 26, FP-88, RS NO.127, Opp Unique Square, Singanpore, Surat - 395004",4467797,290000,1,2233898.5,78.4,0.788732394,0.62962963,0.159102765
208,"Zudio - Canal Road, Surat",Gujarat,Surat,"Block No. 29/A/1 - Part- A, Sub Plot No.1, Jahangirabad, Ugat Canal Road, Palanpur , Surat - 395005 , Gujarat",4467797,290000,1,2233898.5,78.4,0.788732394,0.62962963,0.159102765
209,"ZUDIO ÃÂ¢ÃÂÃÂ TRINITY, SURAT",Gujarat,Surat,"G-5 & G-6, L.P. Savani Road, Surat - 395009",4467797,290000,1,2233898.5,78.4,0.788732394,0.62962963,0.159102765
210,"Zudio - Imperial Square Mall, Surat",Gujarat,Surat,"Starbazar Surat Dummas Road, Opp. Govardhan Haveli Temple, Adajan, Surat - 395009",4467797,290000,1,2233898.5,78.4,0.788732394,0.62962963,0.159102765
211,"ZUDIO - Homeland City Mall, Surat",Gujarat,Surat,"Shop No. GF-13 to 19 & FF-13 to 19, Opp. Reliance Foundation School, Udhna - Magdalla Road, Surat - 395007",4467797,290000,1,2233898.5,78.4,0.788732394,0.62962963,0.159102765
212,"ZUDIO - Cinezza Multiplex, Surat",Gujarat,Surat,"Block No. 324, 325, Unit No. GF-1 TO 8, Maharaja Farm, Near D Mart, Mota Varachha, Taluka-Adajan, Surat - 394101",4467797,290000,1,2233898.5,78.4,0.788732394,0.62962963,0.159102765
213,"Zudio - Mahek It Park, Surat",Gujarat,Surat,"TP3, FP11, Besides RJD Business HUB Kasanagar, Katargam, Surat - 395003",4467797,290000,1,2233898.5,78.4,0.788732394,0.62962963,0.159102765
214,"ZUDIO - DARSHANAM ATRIUM, GUJARAT",Gujarat,Vadodara,"TP-39, FP-6, 40 Meter Tarsali Ring Road, Near Bansal Mall, Tarsali, Vadodara - 390009",1670806,290000,1,835403,83.8,0.84305835,0.62962963,0.21342872
215,"Zudio - Pavitra Landmark, Vadodara",Gujarat,Vadodara,"Star Bazaar, TP No 26 F P No 83/2, Vasna Road, Opposite Panchmukhi Hanuman Temple, Saiyed Vasna, Vadodara - 390007",1670806,290000,1,835403,83.8,0.84305835,0.62962963,0.21342872
216,"Zudio - The Baroda Crossway, Vadodara",Gujarat,Vadodara,"The Baroda Cross Way (Mayfly Properties) Ground floor, Maharani Shantadevi Marg, Opp. Police Bhavan, Vadodara - 390001",1670806,290000,1,835403,83.8,0.84305835,0.62962963,0.21342872
217,"Zudio - Helios Aristo, Vadodara",Gujarat,Vadodara,"Helios Aristo, Beside Shaishav School, Chandramauleshwar Nagar, Gotri, Vadodara - 391101",1670806,290000,1,835403,83.8,0.84305835,0.62962963,0.21342872
218,"ZUDIO - Meraki Latitude, Vadodara",Gujarat,Vadodara,"Meraki Latitude, Final Plot No. 42, 124 of Town Planning, Scheme: 21(Akota- Tandalja) Near Devdeep Nagar, Old Padra Road, Vadodara - 390020",1670806,290000,1,835403,83.8,0.84305835,0.62962963,0.21342872
219,"ZUDIO - Ellora Business Center, Vadodara",Gujarat,Vadodara,"Ellora Business Center, Ellora Park, Subhanpura Road, Vadodara - 390023",1670806,290000,1,835403,83.8,0.84305835,0.62962963,0.21342872
